				BA_1	BA_2	BA_3	BA_4	SF_1	SF_2	SF_3	SF_4
ENSBTAG00000000418_TOX3	TOX3	TOX3	TOX3	0	7	3	4	0	0	0	0
ENSBTAG00000000419_PHEX	PHEX	PHEX	PHEX	0	0	0	0	0	0	0	0
ENSBTAG00000000421_EEA1	EEA1	EEA1	EEA1	162	167	108	219	164	290	357	184
ENSBTAG00000000422_TSHZ1	TSHZ1	TSHZ1	TSHZ1	153	150	72	159	38	69	38	74
ENSBTAG00000000423_RBM4B	RBM4B	RBM4B	RBM4B	49.25	50.53	63.18	48.03	7.11	14.14	35.47	26.83
ENSBTAG00000000425	#VALUE!	-	ENSBTAG00000000425	0	0	0	4.04	2.2	0	1.98	0
ENSBTAG00000000426	#VALUE!	-	ENSBTAG00000000426	0	0	0	0	0	0	0	0
ENSBTAG00000000428_BAK1	BAK1	BAK1	BAK1	326	170	334	311	167	268	180	203
ENSBTAG00000000429_DGCR2	DGCR2	DGCR2	DGCR2	213	274	447	704	165	283	430	256
ENSBTAG00000000432	#VALUE!	-	ENSBTAG00000000432	125	1	1	14	11	2	1	1
ENSBTAG00000000434_CRYAB	CRYAB	CRYAB	CRYAB	419	328	255	397	1088	669	767	866
ENSBTAG00000000435_TARBP2	TARBP2	TARBP2	TARBP2	108	114	213	113	53	73	63	105
ENSBTAG00000000436_TNFAIP3	TNFAIP3	TNFAIP3	TNFAIP3	90	121	22	53	35	23	27	8
ENSBTAG00000000437_FFAR4	FFAR4	FFAR4	FFAR4	58	34	60	59	8	2	19	5
ENSBTAG00000000438_GNRHR	GNRHR	GNRHR	GNRHR	0	0	0	0	0	0	0	0
ENSBTAG00000000439_SFSWAP	SFSWAP	SFSWAP	SFSWAP	17	32	45	23	14	27	7	33
ENSBTAG00000000440_HSPB2	HSPB2	HSPB2	HSPB2	5	6	23	16	8	1	0	0
ENSBTAG00000000442_RBP4	RBP4	RBP4	RBP4	1501	2343	297	4074	65	100	44	152
ENSBTAG00000000445_PDE6C	PDE6C	PDE6C	PDE6C	4	9	0	32	0	1	0	4
ENSBTAG00000000446_ATP11A	ATP11A	ATP11A	ATP11A	1	0	1	0	0	15	2	0
ENSBTAG00000000447_FRA10AC1	FRA10AC1	FRA10AC1	FRA10AC1	178	140	134	133	64	81	100	107
ENSBTAG00000000448_BDH1	BDH1	BDH1	BDH1	9122	10287	2020	14219	1819	3410	1462	3403
ENSBTAG00000000451_TMEM126A	TMEM126A	TMEM126A	TMEM126A	580.97	422	537	432.99	270	143	160	215
ENSBTAG00000000454_TMEM106C	TMEM106C	TMEM106C	TMEM106C	112	63	60	56	45	60	0	77
ENSBTAG00000000455_CREBZF	CREBZF	CREBZF	CREBZF	168	209	228	203	136	131	70	145
ENSBTAG00000000456_CPB1	CPB1	CPB1	CPB1	0	0	0	0	0	0	0	0
ENSBTAG00000000457_CCDC89	CCDC89	CCDC89	CCDC89	1	0	0	0	0	0	0	0
ENSBTAG00000000458_DYNC1LI2	DYNC1LI2	DYNC1LI2	DYNC1LI2	86	39	147	63	57	84	135	66
ENSBTAG00000000459_POMGNT2	POMGNT2	POMGNT2	POMGNT2	73	86	61	35	32	102	101	73
ENSBTAG00000000460_SYTL2	SYTL2	SYTL2	SYTL2	111	121	46	40	179	429	324	315
ENSBTAG00000000462_CCDC102A	CCDC102A	CCDC102A	CCDC102A	17	16	13	0	4	0	4	5
ENSBTAG00000000469_PPP2CA	PPP2CA	PPP2CA	PPP2CA	3440	2116	2763	2884	2495	3691	4252	3639
ENSBTAG00000000470_IBSP	IBSP	IBSP	IBSP	0	0	0	0	0	0	0	0
ENSBTAG00000000472_ZNF570	ZNF570	ZNF570	ZNF570	8	39	18	52	4	31	9	4
ENSBTAG00000000473_ATP10D	ATP10D	ATP10D	ATP10D	139	39	188	81	83	77	124	31
ENSBTAG00000000475_IMMP1L	IMMP1L	IMMP1L	IMMP1L	87	66	141	73	62	30	95	66
ENSBTAG00000000476_THPO	THPO	THPO	THPO	0	0	0	0	9	0	0	4
ENSBTAG00000000477_TLR5	TLR5	TLR5	TLR5	168	15	6	49	14	17	0	7
ENSBTAG00000000478_LSMEM2	LSMEM2	LSMEM2	LSMEM2	0	1	3	2	0	0	0	0
ENSBTAG00000000480_IFRD2	IFRD2	IFRD2	IFRD2	636	434	600	353	117	178	125	162
ENSBTAG00000000483_HYAL1	HYAL1	HYAL1	HYAL1	17	32	37	36	56	23	125	94
ENSBTAG00000000484_HYAL2	HYAL2	HYAL2	HYAL2	178	140	178	107	216	363	365	456
ENSBTAG00000000489_WDR54	WDR54	WDR54	WDR54	7	6	29	42	0	25	10	24
ENSBTAG00000000490_RTKN	RTKN	RTKN	RTKN	68	73	187	73	24	37	36	37
ENSBTAG00000000492_ASNSD1	ASNSD1	ASNSD1	ASNSD1	340	360	425	368	91	388	198	294
ENSBTAG00000000494_PDE4D	PDE4D	PDE4D	PDE4D	12	5	10	36	0	0	21	2
ENSBTAG00000000495_HAVCR2	HAVCR2	HAVCR2	HAVCR2	23.1	0	15	16.19	0	5.14	6	0
ENSBTAG00000000496_SLC12A8	SLC12A8	SLC12A8	SLC12A8	0	0	0	0	1	0	2	3
ENSBTAG00000000497_AKR1A1	AKR1A1	AKR1A1	AKR1A1	1341	1105	1095	1531	1465	1502	2866	2469
ENSBTAG00000000500_PINX1	PINX1	PINX1	PINX1	95	45	56	26	46	6	29	15
ENSBTAG00000000501_KLHL13	KLHL13	KLHL13	KLHL13	12	54	64	2	0	21	0	0
ENSBTAG00000000502_DAZL	DAZL	DAZL	DAZL	0	0	0	0	0	0	0	0
ENSBTAG00000000504_GTF2B	GTF2B	GTF2B	GTF2B	212	230	198	191	224	217	258	325
ENSBTAG00000000505_KYAT3	KYAT3	KYAT3	KYAT3	316	273	190	225	141	223	183	120
ENSBTAG00000000507_NR4A1	NR4A1	NR4A1	NR4A1	13	13	9	24	7	8	0	17
ENSBTAG00000000510_ATG101	ATG101	ATG101	ATG101	166	229	286	259	151	236	139	191
ENSBTAG00000000511_CNST	CNST	CNST	CNST	17	24	23	16	29	37	40	26
ENSBTAG00000000512_SNTA1	SNTA1	SNTA1	SNTA1	16	68	68	54	6	62	77	69
ENSBTAG00000000516_OTOR	OTOR	OTOR	OTOR	0	0	0	1	0	0	0	0
ENSBTAG00000000517_ANKRD29	ANKRD29	ANKRD29	ANKRD29	255	240	209	381	49	34	43	78
ENSBTAG00000000518	#VALUE!	-	ENSBTAG00000000518	0	0	0	0	0	0	0	0
ENSBTAG00000000520_ATP2B3	ATP2B3	ATP2B3	ATP2B3	0	0	0	8	1	0	0	0
ENSBTAG00000000521_PLEKHA8	PLEKHA8	PLEKHA8	PLEKHA8	17	13	40	30	28	24	65	33
ENSBTAG00000000522_AHSG	AHSG	AHSG	AHSG	28	0	17	13	181	591	332	249
ENSBTAG00000000524_CSTB	CSTB	CSTB	CSTB	5134.25	3858.42	3837.65	3463.61	4036.58	2959.26	5901.7	3190.05
ENSBTAG00000000526_TOPBP1	TOPBP1	TOPBP1	TOPBP1	225	138	274	179	33	88	83	35
ENSBTAG00000000527_ZFAND3	ZFAND3	ZFAND3	ZFAND3	41	33	37	38	60	38	77	61
ENSBTAG00000000528_MANBAL	MANBAL	MANBAL	MANBAL	331	259	373	418	182	197	228	256
ENSBTAG00000000529_BTBD9	BTBD9	BTBD9	BTBD9	122	105	80	93	95	160	166	100
ENSBTAG00000000531	#VALUE!	-	ENSBTAG00000000531	0	0	0	0	0	0	0	0
ENSBTAG00000000532_EXO5	EXO5	EXO5	EXO5	87	64	70	78	4	17	22	61
ENSBTAG00000000533_ZNF684	ZNF684	ZNF684	ZNF684	4	3	6	3	17	7	0	7
ENSBTAG00000000534_PNOC	PNOC	PNOC	PNOC	0	0	0	0	0	0	0	0
ENSBTAG00000000535_PCNX2	PCNX2	PCNX2	PCNX2	0	0	0	0	0	0	0	0
ENSBTAG00000000536_ZNF395	ZNF395	ZNF395	ZNF395	219	171	145	397	28	88	50	92
ENSBTAG00000000539_LRRC28	LRRC28	LRRC28	LRRC28	375	241	467	377	204	340	355	310
ENSBTAG00000000540_RNF112	RNF112	RNF112	RNF112	0	0	0	5	0	3	0	0
ENSBTAG00000000541_NKX2-1	NKX2-1	NKX2-1	NKX2-1	0	0	0	1	0	0	0	0
ENSBTAG00000000542_CFAP36	CFAP36	CFAP36	CFAP36	343	158	243	240	113	102	76	92
ENSBTAG00000000545_PPP4R3B	PPP4R3B	PPP4R3B	PPP4R3B	298	271	298	297	179	132	466	252
ENSBTAG00000000546_TOB1	TOB1	TOB1	TOB1	235	271	212	263	396	362	594	376
ENSBTAG00000000548_KLHDC10	KLHDC10	KLHDC10	KLHDC10	47	33	31	36	27	25	52	65
ENSBTAG00000000550_ATP5F1D	ATP5F1D	ATP5F1D	ATP5F1D	3238	2595	2870	3196	1546	1386	2029	1950
ENSBTAG00000000551_SMNDC1	SMNDC1	SMNDC1	SMNDC1	158	99	99	122	59	74	96	54
ENSBTAG00000000552_DISP2	DISP2	DISP2	DISP2	0	1	0	0	0	0	0	0
ENSBTAG00000000555_ACO1	ACO1	ACO1	ACO1	939	1017	422	1119	208	544	369	407
ENSBTAG00000000558_NEUROD6	NEUROD6	NEUROD6	NEUROD6	0	0	0	0	0	0	0	0
ENSBTAG00000000559_PLTP	PLTP	PLTP	PLTP	300	263	255	281	524	615	512	688
ENSBTAG00000000560	#VALUE!	-	ENSBTAG00000000560	12.09	17.13	9.08	12.08	5.05	6.06	2.01	12.13
ENSBTAG00000000561_OCLN	OCLN	OCLN	OCLN	465	280	283	354	254	493	896	627
ENSBTAG00000000562_TOMM20	TOMM20	TOMM20	TOMM20	1969	1733	1615	1837	1134.93	1179	1086.98	1286
ENSBTAG00000000563_MYD88	MYD88	MYD88	MYD88	332	175	448	338	391	571	796	525
ENSBTAG00000000564_NSG2	NSG2	NSG2	NSG2	0	0	0	0	0	0	0	0
ENSBTAG00000000565_RFX7	RFX7	RFX7	RFX7	82	77	44	48	71	49	8	54
ENSBTAG00000000566_CCDC14	CCDC14	CCDC14	CCDC14	28	3	23	30	2	0	1	6
ENSBTAG00000000567	#VALUE!	-	ENSBTAG00000000567	0	0	0	0	0	0	0	0
ENSBTAG00000000568_CCDC154	CCDC154	CCDC154	CCDC154	0	0	0	0	0	0	0	0
ENSBTAG00000000569_HES1	HES1	HES1	HES1	166	206	214	475	119	163	99	156
ENSBTAG00000000570_RET	RET	RET	RET	0	1	4	3	0	1	0	0
ENSBTAG00000000571_ARHGAP27	ARHGAP27	ARHGAP27	ARHGAP27	14	17	18	8	165	52	211	80
ENSBTAG00000000573_KRT37	KRT37	KRT37	KRT37	0	0	0	0	0	0	0	0
ENSBTAG00000000574_OR10Z1	OR10Z1	OR10Z1	OR10Z1	0	0	0	0	0	0	0	0
ENSBTAG00000000575_TNC	TNC	TNC	TNC	28	32	73	20	0	0	0	0
ENSBTAG00000000576_ADGRG2	ADGRG2	ADGRG2	ADGRG2	0	0	0	0	0	0	0	0
ENSBTAG00000000578_ABHD16A	ABHD16A	ABHD16A	ABHD16A	166	179	213	153	174	356	212	250
ENSBTAG00000000579_NIPBL	NIPBL	NIPBL	NIPBL	235	169	178	144	93	89	167	183
ENSBTAG00000000580_LY6G6F	LY6G6F	LY6G6F	LY6G6F	0	0	4	0	0	0	1	3
ENSBTAG00000000581_DOCK10	DOCK10	DOCK10	DOCK10	43	13	3	43	0	0	0	0
ENSBTAG00000000582_LY6G6E	LY6G6E	LY6G6E	LY6G6E	585	227	621	131	1581	1426	1558	1110
ENSBTAG00000000584	#VALUE!	-	ENSBTAG00000000584	0	0	0	0	0	0	0	0
ENSBTAG00000000585_LY6G6C	LY6G6C	LY6G6C	LY6G6C	117	68	101	143	3588	6290	4798	5950
ENSBTAG00000000586_CPLANE1	CPLANE1	CPLANE1	CPLANE1	69	43	33	19	18	16	119	17
ENSBTAG00000000588_CHODL	CHODL	CHODL	CHODL	1	0	0	0	0	0	0	0
ENSBTAG00000000590_POLE	POLE	POLE	POLE	25	2	37	33	0	0	13	3
ENSBTAG00000000593_ST8SIA1	ST8SIA1	ST8SIA1	ST8SIA1	0	2	0	0	2	0	0	0
ENSBTAG00000000595_FBN3	FBN3	FBN3	FBN3	0	0	0	1	1	0	0	0
ENSBTAG00000000597_TMPRSS15	TMPRSS15	TMPRSS15	TMPRSS15	0	0	2	2	0	0	0	0
ENSBTAG00000000598_CST3	CST3	CST3	CST3	1836	1242	1212	1421	1580	2436	2488	3953
ENSBTAG00000000599_CCNI	CCNI	CCNI	CCNI	1421	1299	708	1807	385	423	373	715
ENSBTAG00000000601_COL11A2	COL11A2	COL11A2	COL11A2	0	0	12	13	0	1	0	0
ENSBTAG00000000602_RXRB	RXRB	RXRB	RXRB	195	205	192	248	39	183	157	154
ENSBTAG00000000603_JAM2	JAM2	JAM2	JAM2	50	58	53	81	1	0	0	0
ENSBTAG00000000604_GPNMB	GPNMB	GPNMB	GPNMB	23	35	17	17	0	0	4	3
ENSBTAG00000000605_ATP5PF	ATP5PF	ATP5PF	ATP5PF	5814	3379	4171	4589	2970	1482	1444	2301
ENSBTAG00000000606_SYT10	SYT10	SYT10	SYT10	0	0	0	0	5	0	0	0
ENSBTAG00000000607_ABCF2	ABCF2	ABCF2	ABCF2	345	166	301	154	103	273	207	148
ENSBTAG00000000608_PRCC	PRCC	PRCC	PRCC	155	168	215	184	98	150	122	136
ENSBTAG00000000609	#VALUE!	-	ENSBTAG00000000609	0	0	0	0	0	0	0	0
ENSBTAG00000000611_C25H16orf90	C25H16orf90	C25H16orf90	C25H16orf90	0	0	0	0	0	0	0	0
ENSBTAG00000000613_ELAVL1	ELAVL1	ELAVL1	ELAVL1	428	503	556	298	157	204	269	227
ENSBTAG00000000616_GPR161	GPR161	GPR161	GPR161	7	5	2	5	0	0	0	0
ENSBTAG00000000617_OR5I1FP	OR5I1FP	OR5I1FP	OR5I1FP	0	0	0	0	0	0	0	0
ENSBTAG00000000619_KRT74	KRT74	KRT74	KRT74	0	0	0	1	0	0	0	0
ENSBTAG00000000620_MCMDC2	MCMDC2	MCMDC2	MCMDC2	0	0	0	0	0	0	0	0
ENSBTAG00000000621_CATSPERG	CATSPERG	CATSPERG	CATSPERG	8	5	2	13	4	4	0	0
ENSBTAG00000000622_RPS17	RPS17	RPS17	RPS17	7182	7176	4712	6131	4605	3810	3316	4583
ENSBTAG00000000623_CPEB1	CPEB1	CPEB1	CPEB1	7	24	3	7	0	15	41	8
ENSBTAG00000000625_SMAD6	SMAD6	SMAD6	SMAD6	3	8	18	1	5	0	3	2
ENSBTAG00000000626_STK32A	STK32A	STK32A	STK32A	0	0	0	0	0	0	0	0
ENSBTAG00000000629_MMS22L	MMS22L	MMS22L	MMS22L	41	29	60	42	2	1	17	12
ENSBTAG00000000630_LSM14A	LSM14A	LSM14A	LSM14A	486	472	506	416	259	292	367	267
ENSBTAG00000000632_RAD54B	RAD54B	RAD54B	RAD54B	97	44	17	34	32	25	23	13
ENSBTAG00000000634_MLPH	MLPH	MLPH	MLPH	0	18	1	0	0	0	0	0
ENSBTAG00000000638_CDT1	CDT1	CDT1	CDT1	5	9	61	34	5	1	1	1
ENSBTAG00000000639_APRT	APRT	APRT	APRT	1105	423	935	630	650	201	564	382
ENSBTAG00000000640_SELENOS	SELENOS	SELENOS	SELENOS	624	496	700	519	648	518	806	592
ENSBTAG00000000641_SKAP1	SKAP1	SKAP1	SKAP1	23	1	4	6	7	5	23	0
ENSBTAG00000000642_INTS1	INTS1	INTS1	INTS1	89	72	139	65	30	37	108	25
ENSBTAG00000000644_S100A5	S100A5	S100A5	S100A5	6	18	15	4	2	0	0	0
ENSBTAG00000000646_ANAPC4	ANAPC4	ANAPC4	ANAPC4	314	147	201	193	79	127	220	179
ENSBTAG00000000647_SELENOO	SELENOO	SELENOO	SELENOO	28	31	29	46	19	9	25	23
ENSBTAG00000000648_ADAMTS5	ADAMTS5	ADAMTS5	ADAMTS5	0	0	0	0	0	0	0	0
ENSBTAG00000000650_TUBGCP6	TUBGCP6	TUBGCP6	TUBGCP6	41.9	59.86	70.16	44.58	14.95	11.57	51.63	30.33
ENSBTAG00000000653_PPP1R16B	PPP1R16B	PPP1R16B	PPP1R16B	23	3	15	7	1	0	0	0
ENSBTAG00000000654_ODAD2	ODAD2	ODAD2	ODAD2	0	0	0	0	1	0	0	0
ENSBTAG00000000655_MIPOL1	MIPOL1	MIPOL1	MIPOL1	24	33	61	110	3	7	2	6
ENSBTAG00000000656_NFATC1	NFATC1	NFATC1	NFATC1	16	33	22	30	3	72	27	41
ENSBTAG00000000658_WDR97	WDR97	WDR97	WDR97	1	2	0	0	1	0	0	0
ENSBTAG00000000660_FAM83D	FAM83D	FAM83D	FAM83D	247	168	438	395	21	21	52	4
ENSBTAG00000000662_TCF20	TCF20	TCF20	TCF20	26	32	29	23	8	16	19	16
ENSBTAG00000000664_SLC22A15	SLC22A15	SLC22A15	SLC22A15	0	0	6	0	0	0	0	0
ENSBTAG00000000665_HCRT	HCRT	HCRT	HCRT	0	0	0	0	0	0	0	0
ENSBTAG00000000666_GHDC	GHDC	GHDC	GHDC	55	36	34	74	8	23	36	38
ENSBTAG00000000667_APOL3	APOL3	APOL3	APOL3	65	0	8	0	46	11	16	11
ENSBTAG00000000668_SLC22A5	SLC22A5	SLC22A5	SLC22A5	38	27	30	34	61	180	129	97
ENSBTAG00000000670_RRP9	RRP9	RRP9	RRP9	81	73	77	101	16	19	16	58
ENSBTAG00000000671	#VALUE!	-	ENSBTAG00000000671	0	3	0	0	0	5	6	5
ENSBTAG00000000672_OTULINL	OTULINL	OTULINL	OTULINL	21	25	7	33	21	0	8	4
ENSBTAG00000000675_PGS1	PGS1	PGS1	PGS1	110	124	136	72	117	120	263	218
ENSBTAG00000000676_DOP1A	DOP1A	DOP1A	DOP1A	67	29	100	23	28	54	39	115
ENSBTAG00000000678_CSDE1	CSDE1	CSDE1	CSDE1	2027	1699	2684	2030	776	1379	1881	1385
ENSBTAG00000000679_PGM3	PGM3	PGM3	PGM3	116	47	101	56	163	152	170	235
ENSBTAG00000000682	#VALUE!	-	ENSBTAG00000000682	15	46	23	37	1	32	20	5
ENSBTAG00000000683_WDR37	WDR37	WDR37	WDR37	22	10	19	52	25	46	74	46
ENSBTAG00000000684_ARHGEF10L	ARHGEF10L	ARHGEF10L	ARHGEF10L	41	15	78	15	147	189	1080	206
ENSBTAG00000000686_NANP	NANP	NANP	NANP	96	48	91	69	63	53	38	84
ENSBTAG00000000687_POC1B	POC1B	POC1B	POC1B	79	92	18	109	28	40	60	19
ENSBTAG00000000690_THEM5	THEM5	THEM5	THEM5	0	0	27	1	0	0	0	0
ENSBTAG00000000694_TAF10	TAF10	TAF10	TAF10	78	78	73	79	114	54	85	94
ENSBTAG00000000695_UBAP2	UBAP2	UBAP2	UBAP2	106	53	136	107	95	131	169	123
ENSBTAG00000000696_ILK	ILK	ILK	ILK	537	566	551	605	168	330	361	254
ENSBTAG00000000697_RRP8	RRP8	RRP8	RRP8	15	8	23	4	7	0	4	0
ENSBTAG00000000698_MYO18B	MYO18B	MYO18B	MYO18B	7	1	19	13	0	1	16	4
ENSBTAG00000000699_AOPEP	AOPEP	AOPEP	AOPEP	1702	1020	1783	1728	1605	1604	1864	1885
ENSBTAG00000000700_PARVA	PARVA	PARVA	PARVA	551	410	879	497	94	137	286	108
ENSBTAG00000000703_ST6GAL2	ST6GAL2	ST6GAL2	ST6GAL2	0	0	0	0	0	0	0	0
ENSBTAG00000000704_GUSB	GUSB	GUSB	GUSB	83	140	206.97	224.84	82	231.95	201.89	155.92
ENSBTAG00000000705_COX7A2L	COX7A2L	COX7A2L	COX7A2L	1889	1475	1384	1540	515	545	562	974
ENSBTAG00000000706_ADAMTS1	ADAMTS1	ADAMTS1	ADAMTS1	3	2	37	25	0	0	0	0
ENSBTAG00000000707_CCN4	CCN4	CCN4	CCN4	21	22	16	8	6	7	2	8
ENSBTAG00000000710_PIP5K1C	PIP5K1C	PIP5K1C	PIP5K1C	18	29	12	28	2	14	5	15
ENSBTAG00000000711_NDRG1	NDRG1	NDRG1	NDRG1	1236	1114	1211	2001	860	600	2399	2002
ENSBTAG00000000712_FBXW2	FBXW2	FBXW2	FBXW2	272	248	182	279	154	358	252	351
ENSBTAG00000000713_AGFG2	AGFG2	AGFG2	AGFG2	103	57	85	66	5	29	57	15
ENSBTAG00000000715	#VALUE!	-	ENSBTAG00000000715	10	0	0	14	0	0	0	0
ENSBTAG00000000717_PLPP2	PLPP2	PLPP2	PLPP2	485	443	440	520	316	428	316	545
ENSBTAG00000000718_TMPRSS9	TMPRSS9	TMPRSS9	TMPRSS9	0	0	0	0	0	0	0	0
ENSBTAG00000000719	#VALUE!	-	ENSBTAG00000000719	0	0	0	0	0	0	0	0
ENSBTAG00000000720_CTSL	CTSL	CTSL	CTSL	0	0	1	0	5	0	1	0
ENSBTAG00000000721_GPATCH1	GPATCH1	GPATCH1	GPATCH1	52	88	69	106	51	53	60	41
ENSBTAG00000000725_USP42	USP42	USP42	USP42	57	26	40	42	67	13	41	27
ENSBTAG00000000727_RNF169	RNF169	RNF169	RNF169	0	0	0	0	2	1	0	0
ENSBTAG00000000728	#VALUE!	-	ENSBTAG00000000728	0	0	0	0	0	0	0	0
ENSBTAG00000000730_GCG	GCG	GCG	GCG	0	0	0	0	0	0	0	0
ENSBTAG00000000731_WFIKKN2	WFIKKN2	WFIKKN2	WFIKKN2	14	17	1	57	23	130	60	62
ENSBTAG00000000735_BCL2A1	BCL2A1	BCL2A1	BCL2A1	66	7	20	32	6	0	21	4
ENSBTAG00000000736_LRP8	LRP8	LRP8	LRP8	0	5	9	1	1	0	0	0
ENSBTAG00000000737_DMXL2	DMXL2	DMXL2	DMXL2	32	49	0	53	90	75	4	93
ENSBTAG00000000738_DAPK1	DAPK1	DAPK1	DAPK1	15	13	0	3	0	1	0	2
ENSBTAG00000000742_AMOTL2	AMOTL2	AMOTL2	AMOTL2	44	28	78	17	19	53	60	54
ENSBTAG00000000743_MBOAT4	MBOAT4	MBOAT4	MBOAT4	0	0	0	0	0	0	0	0
ENSBTAG00000000744_DCTN6	DCTN6	DCTN6	DCTN6	471	363	403	213	169	303	210	193
ENSBTAG00000000745_AQP1	AQP1	AQP1	AQP1	130	164	158	163	5	0	10	1
ENSBTAG00000000746_KAT2B	KAT2B	KAT2B	KAT2B	19	61	37	32	10	42	32	30
ENSBTAG00000000748_GAR1	GAR1	GAR1	GAR1	173	95	194	114	52	44	69	21
ENSBTAG00000000749_LMNTD1	LMNTD1	LMNTD1	LMNTD1	0	0	1	0	0	0	0	0
ENSBTAG00000000750_MSL2	MSL2	MSL2	MSL2	23	12	40	39	3	7	12	10
ENSBTAG00000000751_RRH	RRH	RRH	RRH	0	0	0	0	0	0	0	0
ENSBTAG00000000752_SGO1	SGO1	SGO1	SGO1	125	42	138	53	0	2	0	0
ENSBTAG00000000753_PIAS4	PIAS4	PIAS4	PIAS4	57	97	37	74	42	37	45	21
ENSBTAG00000000754_PPP2R5A	PPP2R5A	PPP2R5A	PPP2R5A	253	265	331	303	143	223	313	195
ENSBTAG00000000755_ZFR2	ZFR2	ZFR2	ZFR2	0	0	0	0	0	2	0	0
ENSBTAG00000000758_PACC1	PACC1	PACC1	PACC1	8	0	5	2	5	0	0	1
ENSBTAG00000000759_NENF	NENF	NENF	NENF	64	194	321	527	132	111	48	183
ENSBTAG00000000764_GIPC1	GIPC1	GIPC1	GIPC1	87	69	91	67	102	116	175	118
ENSBTAG00000000765_PNLIPRP2	PNLIPRP2	PNLIPRP2	PNLIPRP2	0	0	0	0	0	0	0	0
ENSBTAG00000000767_DCP2	DCP2	DCP2	DCP2	53	23	51	67	70	13	22	18
ENSBTAG00000000770_PGM2L1	PGM2L1	PGM2L1	PGM2L1	22	57	2	31	10	42	3	32
ENSBTAG00000000771_DNAJB6	DNAJB6	DNAJB6	DNAJB6	275	186	274	272	229	248	283	251
ENSBTAG00000000772	#VALUE!	-	ENSBTAG00000000772	0	0	0	0	0	0	0	0
ENSBTAG00000000773_TTC9C	TTC9C	TTC9C	TTC9C	181	175	314	160	148	222	161	128.92
ENSBTAG00000000778_HSP90AB1	HSP90AB1	HSP90AB1	HSP90AB1	6698	5649	6414	5263	1445	2296	1906	1711
ENSBTAG00000000781_HIP1	HIP1	HIP1	HIP1	0	0	12	10	0	0	0	0
ENSBTAG00000000782_KDR	KDR	KDR	KDR	302	244	128	241	9	7	1	0
ENSBTAG00000000783_TGFA	TGFA	TGFA	TGFA	0	5	4	2	13	10	15	9
ENSBTAG00000000784_MTERF4	MTERF4	MTERF4	MTERF4	255	182	188	216	107	129	225	151
ENSBTAG00000000785_PASK	PASK	PASK	PASK	16	16	13	24	2	10	0	7
ENSBTAG00000000786_NQO2	NQO2	NQO2	NQO2	246	480	179	529	26	46	46	61
ENSBTAG00000000789_PPP1R7	PPP1R7	PPP1R7	PPP1R7	674	670	540	1043	362	614	733	867
ENSBTAG00000000791_CALY	CALY	CALY	CALY	4	0	4	2	22	16	29	35
ENSBTAG00000000792_AJAP1	AJAP1	AJAP1	AJAP1	0	0	0	0	1	0	0	0
ENSBTAG00000000793_LAMC2	LAMC2	LAMC2	LAMC2	91	77	119	94	3	52	19	61
ENSBTAG00000000795_NMNAT2	NMNAT2	NMNAT2	NMNAT2	0	10	1	3	0	0	0	0
ENSBTAG00000000797_MRPL9	MRPL9	MRPL9	MRPL9	1360	1607	1200	1794	309	480	355	597
ENSBTAG00000000799_ICA1	ICA1	ICA1	ICA1	56	126	26	25	63	106	162	56
ENSBTAG00000000801_ZNF583	ZNF583	ZNF583	ZNF583	43	99	68	60	36	50	42	30
ENSBTAG00000000802_LYVE1	LYVE1	LYVE1	LYVE1	0	13	0	0	3	0	0	0
ENSBTAG00000000803_ZNF667	ZNF667	ZNF667	ZNF667	10	44	12	22	3	33	22	76
ENSBTAG00000000804_MOB3B	MOB3B	MOB3B	MOB3B	29	4	21	5	4	0	0	0
ENSBTAG00000000805_IQCF1	IQCF1	IQCF1	IQCF1	0	0	0	0	0	0	0	0
ENSBTAG00000000806_ATAD1	ATAD1	ATAD1	ATAD1	1450	644	618	730	1499	334	364	442
ENSBTAG00000000807_TMED3	TMED3	TMED3	TMED3	140	80	281	117	31	17	202	38
ENSBTAG00000000808_COX14	COX14	COX14	COX14	1343	1202	1110	1315	849	671	666	888
ENSBTAG00000000809_IRX1	IRX1	IRX1	IRX1	0	0	0	0	0	0	0	0
ENSBTAG00000000810_COPE	COPE	COPE	COPE	1565	1223	1605	1407	1331	1099	1511	1478
ENSBTAG00000000811_DDX49	DDX49	DDX49	DDX49	152	92	166	109	37	34	48	41
ENSBTAG00000000812_CD300A	CD300A	CD300A	CD300A	2	0	5	1	8	0	27	20
ENSBTAG00000000813_HOMER3	HOMER3	HOMER3	HOMER3	44	31	101	65	28	75	96	41
ENSBTAG00000000815_EPHA2	EPHA2	EPHA2	EPHA2	36	49	61	58	100	68	162	50
ENSBTAG00000000816_PRDM1	PRDM1	PRDM1	PRDM1	133	23	27	76	684	602	722	614
ENSBTAG00000000817_SYNJ2	SYNJ2	SYNJ2	SYNJ2	10	3	3	4	13	18	41	22
ENSBTAG00000000818_PLEKHG7	PLEKHG7	PLEKHG7	PLEKHG7	1	0	0	0	0	0	0	0
ENSBTAG00000000819_RFX3	RFX3	RFX3	RFX3	1	9	16	41	13	0	12	0
ENSBTAG00000000820_GNG11	GNG11	GNG11	GNG11	164	118.87	155	177	2.49	1	0	0
ENSBTAG00000000821_GPR137C	GPR137C	GPR137C	GPR137C	0	0	0	0	0	0	0	0
ENSBTAG00000000824_TSEN54	TSEN54	TSEN54	TSEN54	157	238	305	140	41	92	110	79
